Time,AppName_Count,KeyTypeBack_Count,KeyTypeDel_Count,KeyTypeEnter_Count,KeyType_Count,Lclick_Mean,Lclick_Std,Lclick_doubleclick,Lclick_oneclick,Mclick_Mean,Mclick_Std,MouseSpeed_Max,MouseWheel_Mean,Mousedisplacement_Sum,Mousedisplacement_lower50,Q1,Q2,Q3,Q4,Rclick_Mean,Rclick_Std,Rotation_Max,Rotation_Mean,Rotation_Std,Rotation_lower05,Sag_mean,Sag_std,mistyping_Count
2018-06-26 10:17:53,7.0,6.0,2.0,4.0,10.0,1.3166666666666667,1.9788688151844465,23.0,32.0,0.1388888888888889,0.6665502691683219,1165.0,0.0,336801.0,0.29444444444444445,1.0,3.0,3.0,3.0,0.016666666666666666,0.16629381012207348,25.65,9.233033707865172,3.5597338199525352,0.005555555555555556,-0.30674157303370814,0.4987663318049288,4.0
2018-06-26 10:32:52,6.0,32.0,20.0,19.0,98.0,1.2944444444444445,2.100005911729436,24.0,40.0,0.2,0.7938309629671595,1799.0,0.0,422965.0,0.08888888888888889,3.0,4.0,3.0,4.0,0.005555555555555556,0.07453559924999288,13.05,9.07383333333333,2.187677852307067,0.0,-0.28388888888888913,0.37299390994906845,7.0
2018-06-26 10:32:54,6.0,32.0,20.0,19.0,98.0,1.3038674033149171,2.097998110392223,24.0,40.0,0.19889502762430938,0.7917623766900036,1799.0,0.0,423638.0,0.08839779005524862,3.0,4.0,3.0,4.0,0.0055248618784530384,0.07432941462471683,13.05,9.07662983425414,2.181916899577187,0.0,-0.2828729281767958,0.37220742482704205,7.0
2018-06-26 10:54:48,6.0,57.0,16.0,20.0,56.0,1.1944444444444444,1.8096489434617735,31.0,47.0,0.2,0.742936947030213,905.0,0.0,339064.0,0.16111111111111112,3.0,4.0,3.0,2.0,0.005555555555555556,0.07453559924999294,30.74,8.824111111111108,3.2605683414664175,0.0,-0.263888888888889,0.379026080511956,7.0
2018-06-26 11:18:09,4.0,164.0,7.0,82.0,352.0,0.24444444444444444,0.6981397646421168,6.0,13.0,0.022222222222222223,0.18172222511619035,884.0,0.0,160924.0,0.5333333333333333,4.0,4.0,3.0,4.0,0.0,0.0,12.15,8.481555555555552,2.3618558232578954,0.0,-0.1972222222222223,0.4470174975085795,11.0
2018-06-26 11:32:51,4.0,98.0,7.0,50.0,218.0,1.011111111111111,1.4646252934300918,21.0,37.0,0.08333333333333333,0.43422054998988485,1046.0,0.0,365888.0,0.2111111111111111,3.0,3.0,3.0,2.0,0.0,0.0,19.51,8.787277777777772,2.961283850851429,0.0,-0.31833333333333347,0.519612554413296,9.0
2018-06-26 11:47:53,6.0,68.0,20.0,39.0,214.0,0.7166666666666667,1.6350729913832105,7.0,29.0,0.05,0.33882808217995014,1079.0,0.0,287270.0,0.3055555555555556,2.0,2.0,3.0,2.0,0.005555555555555556,0.07453559924999294,14.1,8.439833333333336,2.463101209823178,0.0,-0.2077777777777779,0.5358078071541371,9.0
2018-06-26 12:05:18,6.0,15.0,3.0,3.0,2.0,0.7722222222222223,1.2319333742575356,16.0,32.0,0.0,0.0,1665.0,0.0,204988.0,0.40555555555555556,3.0,3.0,3.0,3.0,0.05,0.21855288405439036,13.45,8.469499999999995,2.412924990788811,0.0,-0.2255555555555558,0.38420231841744945,4.0
2018-06-26 14:47:59,5.0,77.0,3.0,52.0,323.0,0.09444444444444444,0.4319272417291296,3.0,7.0,0.0,0.0,3850.0,0.0,120284.0,0.6888888888888889,3.0,3.0,3.0,2.0,0.0,0.0,12.13,8.57611111111111,2.3525959485390935,0.0,-0.207777777777778,0.49505437380450246,7.0
2018-06-26 15:02:50,4.0,94.0,2.0,49.0,221.0,0.6777777777777778,1.7032848827140428,13.0,21.0,0.016666666666666666,0.1283761929929935,1147.0,0.0,259189.0,0.28888888888888886,4.0,4.0,3.0,2.0,0.0,0.0,12.41,8.55533333333333,2.529622357930729,0.005555555555555556,-0.2161111111111114,0.39482177421642617,10.0
