TimeStamp,Q1,Q2,Q3,Q4,
2018/09/12 14:41:15,4,4,3,3,
2018/09/12 14:56:17,3,3,4,3,
2018/09/12 15:11:18,4,4,4,2,
2018/09/12 15:26:14,3,3,4,2,
2018/09/12 15:41:13,3,3,3,3,
2018/09/12 15:56:13,1,2,3,2,
2018/09/12 16:57:40,1,1,3,1,
2018/09/12 17:11:14,3,3,3,2,
2018/09/12 17:26:06,3,3,3,2,
2018/09/12 17:41:08,3,3,3,2,
2018/09/12 17:56:18,5,4,3,2,
2018/09/12 18:26:11,2,2,3,1,
