Time,AppName_Count,KeyTypeBack_Count,KeyTypeDel_Count,KeyTypeEnter_Count,KeyType_Count,Lclick_Mean,Lclick_Std,Mclick_Mean,Mclick_Std,MouseSpeed_Max,MouseWheel_Mean,Mousedisplacement_Sum,Q1,Q2,Q3,Q4,Rclick_Mean,Rclick_Std,Rotation_Max,Rotation_Mean,Rotation_Std,Sag_mean,Sag_std
2018-06-27 09:59:06,4.0,5.0,0.0,3.0,5.0,0.5388888888888889,1.5833063802469247,0.03888888888888889,0.2448095574705494,1609.0,0.0,237142.0,2.0,2.0,5.0,3.0,0.0,0.0,18.35,-9.311888888888888,3.8335896780938334,-0.04055555555555554,0.4456740826633182
2018-06-27 10:13:54,5.0,1.0,0.0,6.0,12.0,0.7222222222222222,1.550114631030819,0.1,0.5702101935290782,1515.0,0.0,248259.0,3.0,2.0,3.0,2.0,0.005555555555555556,0.07453559924999294,-1.83,-9.636833333333332,2.6696614300015624,-0.05055555555555554,0.34809894281843173
2018-06-27 10:28:55,5.0,78.0,4.0,52.0,239.0,1.0333333333333334,1.7301144729137101,0.03333333333333333,0.2567523859859872,1562.0,0.0,272247.0,4.0,4.0,3.0,3.0,0.0,0.0,-2.85,-9.282888888888891,2.6854408809384576,-0.10666666666666685,0.37604231308331565
2018-06-27 10:43:48,4.0,33.0,0.0,28.0,79.0,0.7388888888888889,1.0746644994918324,0.0,0.0,1392.0,0.0,410098.0,5.0,5.0,3.0,2.0,0.05555555555555555,0.22970036888557774,-4.0,-9.616833333333327,2.600999050644294,-0.05777777777777785,0.5690289244158416
2018-06-27 10:58:58,4.0,81.0,2.0,21.0,118.0,0.7944444444444444,1.3189517685821794,0.06111111111111111,0.42497307031196474,816.0,0.0,303016.0,3.0,3.0,2.0,1.0,0.005555555555555556,0.07453559924999298,-3.07,-9.695222222222224,2.8540212649013323,-0.07055555555555562,0.4554692125712209
2018-06-27 11:13:54,4.0,15.0,0.0,9.0,37.0,2.061111111111111,2.602456701165284,0.05555555555555555,0.3461233387268491,833.0,0.0,341143.0,2.0,2.0,3.0,2.0,0.027777777777777776,0.19578107587561053,-3.59,-9.539055555555555,2.8365973591438607,-0.05777777777777782,0.39237929938671906
2018-06-27 11:18:20,4.0,11.0,0.0,4.0,9.0,2.1777777777777776,2.670248990452351,0.07777777777777778,0.37305256800862235,870.0,0.0,383037.0,2.0,2.0,3.0,1.0,0.005555555555555556,0.07453559924999298,-3.71,-9.568055555555551,2.905308971582889,-0.03833333333333332,0.3888494703796385
2018-06-27 11:43:59,2.0,19.0,0.0,8.0,27.0,0.7222222222222222,1.3331005383366505,0.1388888888888889,0.5468435468032178,1438.0,0.0,221149.0,3.0,3.0,5.0,3.0,0.0,0.0,-2.77,-9.64166666666666,2.7630873955246633,-0.06611111111111122,0.37996822697054317
2018-06-27 12:13:58,5.0,0.0,0.0,1.0,5.0,0.17777777777777778,0.570754235436565,0.005555555555555556,0.07453559924999291,1146.0,0.0,129773.0,3.0,3.0,5.0,4.0,0.005555555555555556,0.07453559924999294,-0.26,-9.624555555555556,3.243392306846985,-0.12888888888888894,0.42511764903178484
2018-06-27 12:28:44,2.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.2567523859859872,0.0,0.0,1774.0,0.0,47329.0,3.0,3.0,5.0,4.0,0.0,0.0,-2.11,-9.748888888888885,3.356514534452009,-0.05500000000000002,0.37450526023559944
2018-06-27 12:43:24,2.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.26804809781760774,0.0,0.0,1104.0,0.0,25066.0,3.0,3.0,5.0,4.0,0.0,0.0,-3.48,-9.88533333333333,3.1369170361391636,-0.08055555555555564,0.4021030222116674
2018-06-27 12:58:51,2.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.20665525288359446,0.0,0.0,1555.0,0.0,103678.0,3.0,3.0,5.0,5.0,0.0,0.0,-3.05,-9.685055555555554,3.1398275042863224,-0.06333333333333338,0.34558670055105617
2018-06-27 13:43:18,2.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.34612333872684947,0.0,0.0,1289.0,0.0,56842.0,3.0,3.0,3.0,3.0,0.0,0.0,-2.46,-9.859277777777777,3.321015700886844,-0.05777777777777786,0.4217488934334653
2018-06-27 13:58:52,5.0,34.0,2.0,18.0,45.0,0.9333333333333333,1.5303265799628465,0.1111111111111111,0.39393288270588717,1755.0,0.0,361399.0,3.0,4.0,3.0,4.0,0.044444444444444446,0.20665525288359426,-0.24,-9.216555555555553,2.92402976740922,-0.13388888888888895,0.4309485301402514
2018-06-27 14:13:50,5.0,60.0,0.0,34.0,74.0,2.4277777777777776,2.417419455090446,0.0,0.0,1134.0,0.0,334547.0,5.0,5.0,4.0,3.0,0.016666666666666666,0.12837619299299352,-2.7,-9.555722222222219,2.8584419771850498,-0.09111111111111118,0.3839356453419268
2018-06-27 14:28:50,4.0,88.0,1.0,24.0,35.0,1.8555555555555556,2.014257067310221,0.07222222222222222,0.3959368432729605,1298.0,0.0,312364.0,5.0,5.0,3.0,3.0,0.0,0.0,-3.28,-9.541388888888887,2.60990758711562,-0.1044444444444445,0.398435799448057
2018-06-27 14:43:49,3.0,71.0,7.0,28.0,24.0,1.4388888888888889,1.8824799074918428,0.1,0.518915930586795,1407.0,0.0,296089.0,4.0,4.0,3.0,2.0,0.0,0.0,-3.83,-9.617166666666675,2.700494942220943,-0.05666666666666687,0.3483560754562246
