TimeStamp,clickCNTL,clickCNTR,clickCNTM,MouseDisplacement,MouseSpeedMax,MouseWheelAmount,KeyTypeCNT,KeyTypeDelCNT,KeyTypeBackCNT,KeyTypeEnterCNT,Curvature,AppName,FFT0,FFT1,Compass,Posture_RightLeft,Posture_Rear,Posture_Front,Sag,Rotation,SittingStatus,Memo,
2018/07/10 13:05:59,5,0,0,1692,811,0,0,0,0,0,32.3,Datalogging,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,memo,
2018/07/10 13:06:04,1,0,0,261,24,0,0,0,0,0,31.5,Datalogging,0,0,194,0.43,0.25,0.39,0.3,-1.21,0.79,memo,
2018/07/10 13:06:09,3,0,0,666,134,0,0,0,0,0,24.9,Datalogging,0,0,185,0.35,0.28,0.41,0.3,-0.93,0.55,memo,
2018/07/10 13:06:14,0,0,0,1325,184,0,0,0,0,0,30.5,Datalogging,0,0,167,0.36,0.22,0.33,0.3,-1.02,0.55,memo,
2018/07/10 13:06:19,0,0,0,47,10,0,0,0,0,0,20.1,Datalogging,0,0,223,0.49,0.25,0.51,0,-1.51,1,memo,
2018/07/10 13:06:24,0,0,0,0,0,0,0,0,0,0,0,Datalogging,0,0,134,0.35,0.05,0.1,0.2,-0.49,0.26,memo,
2018/07/10 13:06:29,0,0,0,0,0,0,0,0,0,0,0,Datalogging,0,0,204,0.45,0.23,0.46,0.2,-1.46,0.91,memo,
2018/07/10 13:06:34,0,0,0,0,0,0,0,0,0,0,0,Datalogging,0,0,191,0.4,0.22,0.38,-0.1,-1.2,0.77,memo,
2018/07/10 13:06:39,0,0,0,0,0,0,0,0,0,0,0,Datalogging,0,0,188,0.45,0.19,0.4,0.2,-1.13,0.75,memo,
2018/07/10 13:06:44,0,0,0,1659,541,0,0,0,0,0,21.9,Datalogging,0,0,146,0.28,0.15,0.37,0.4,-0.56,0.3,memo,
2018/07/10 13:06:49,1,0,0,2113,287,0,0,0,0,0,33.6,SearchUI,0,0,152,0.3,0.24,0.16,0.3,-0.64,0.39,memo,
2018/07/10 13:06:54,0,0,0,1795,344,0,1,0,0,0,31.7,SearchUI,0,0,137,0.21,0.24,0.27,0.1,-0.39,0.21,memo,
2018/07/10 13:06:59,0,0,0,155,60,0,0,0,2,1,27.5,WINWORD,0,0,131,0.34,0.16,0.26,0.1,-0.66,0.28,memo,
2018/07/10 13:07:04,2,0,0,5452,456,0,0,0,0,0,63.6,WINWORD,0,0,157,0.36,0.22,0.25,0.2,-0.68,0.42,memo,
2018/07/10 13:07:09,0,0,0,111,22,0,0,0,0,0,6.4,WINWORD,0,0,185,0.21,0.47,0.41,0.1,-1,0.62,memo,
2018/07/10 13:07:14,0,0,0,0,0,0,0,0,0,0,0,WINWORD,0,0,194,0.52,0.45,0.33,0.4,-0.92,0.58,memo,
2018/07/10 13:07:19,0,0,0,0,0,0,0,0,0,0,0,WINWORD,0,0,221,0.49,0.57,0.5,0.4,-1.58,1,memo,
2018/07/10 13:07:24,0,0,0,0,0,0,0,0,0,0,0,WINWORD,0,0,221,0.49,0.57,0.5,0.4,-1.6,1,memo,
2018/07/10 13:07:29,0,0,0,0,0,0,0,0,0,0,0,WINWORD,0,0,183,0.46,0.41,0.24,0.3,-0.77,0.58,memo,
2018/07/10 13:07:34,0,0,0,0,0,0,0,0,0,0,0,WINWORD,0,0,167,0.43,0.33,0.39,0.2,-1.09,0.55,memo,
2018/07/10 13:07:39,0,0,0,3689,825,0,0,0,0,0,31.1,chrome,0,0,192,0.47,0.47,0.42,0.3,-1.1,0.64,memo,
2018/07/10 13:07:44,3,0,0,5211,570,0,0,0,0,0,54.4,chrome,0,0,146,0.18,0.4,0.22,0.2,-0.44,0.26,memo,
2018/07/10 13:07:49,0,0,0,1187,306,0,0,0,0,0,35.7,chrome,0,0,170,0.35,0.5,0.39,0.2,-1.02,0.51,memo,
2018/07/10 13:07:54,0,0,0,1197,288,0,0,0,0,0,28.2,chrome,0,0,216,0.48,0.56,0.48,0.4,-1.55,0.94,memo,
2018/07/10 13:07:59,1,0,0,1599,184,0,0,0,0,0,34.3,chrome,0,0,223,0.5,0.58,0.5,0.4,-1.61,1,memo,
2018/07/10 13:08:04,0,0,0,1767,462,0,0,0,0,0,16.5,chrome,0,0,222,0.5,0.59,0.5,0.4,-1.66,1,memo,
2018/07/10 13:08:09,1,0,0,261,87,0,0,0,0,0,9.4,chrome,0,0,177,0.51,0.46,0.39,0.3,-1.07,0.57,memo,
2018/07/10 13:08:14,2,0,0,5309,684,0,0,0,0,0,63.8,chrome,0,0,174,0.39,0.46,0.34,0.3,-0.9,0.55,memo,
2018/07/10 13:08:19,3,0,0,3274,182,0,0,0,0,0,59.1,chrome,0,0,209,0.5,0.55,0.46,0.4,-1.37,0.85,memo,
2018/07/10 13:08:24,1,0,0,2421,212,0,0,0,0,0,28.8,chrome,0,0,200,0.49,0.51,0.39,0.3,-1.3,0.8,memo,
2018/07/10 13:08:29,0,0,0,1,1,0,0,0,0,0,0,chrome,0,0,211,0.47,0.54,0.46,0.3,-1.41,0.88,memo,
2018/07/10 13:08:34,0,0,0,1283,192,0,0,0,0,0,21.1,chrome,0,0,197,0.45,0.55,0.37,0.4,0.16,0.75,memo,
2018/07/10 13:08:39,0,0,0,0,0,0,0,0,0,0,0,chrome,0,0,157,0.31,0.54,0.26,0.2,-0.58,0.31,memo,
2018/07/10 13:08:44,0,0,0,450,147,0,0,0,0,0,7.2,chrome,0,0,155,0.4,0.21,0.39,0.1,-0.57,0.33,memo,
2018/07/10 13:08:49,0,0,0,0,0,0,0,0,0,0,0,chrome,0,0,181,0.35,0.53,0.32,0.2,-0.82,0.49,memo,
2018/07/10 13:08:54,0,0,0,1,1,0,0,0,0,0,0,chrome,0,0,238,0.5,0.71,0.49,0.4,-1.6,1,memo,
2018/07/10 13:08:59,1,0,0,2093,269,0,0,0,0,0,27.5,chrome,0,0,231,0.52,0.69,0.47,0.4,-1.47,0.94,memo,
2018/07/10 13:09:04,0,0,0,1269,297,0,0,0,0,0,15.9,chrome,0,0,238,0.5,0.71,0.49,0.4,-1.59,1,memo,
2018/07/10 13:09:09,0,0,0,559,63,0,0,0,0,0,65,chrome,0,0,230,0.49,0.69,0.47,0.3,-1.48,0.94,memo,
2018/07/10 13:09:14,1,0,0,1120,383,0,0,0,0,0,12.5,chrome,0,0,183,0.35,0.54,0.32,0.1,-0.68,0.49,memo,
2018/07/10 13:09:19,1,0,0,3569,322,0,0,0,0,0,54.9,WINWORD,0,0,216,0.64,0.6,0.53,0.7,-2.12,0.75,memo,
2018/07/10 13:09:24,4,0,0,3098,310,0,0,0,0,0,54.7,WINWORD,0,0,200,0.37,0.25,0.41,0.8,-1.41,0.77,memo,
2018/07/10 13:09:29,0,0,0,1797,386,0,0,0,0,0,14.4,WINWORD,0,0,230,0.52,0.23,0.48,0.4,-1.6,0.94,memo,
2018/07/10 13:09:34,0,0,0,1,1,0,0,0,0,0,3.1,WINWORD,0,0,237,0.5,0.24,0.5,0.4,-1.6,1,memo,
2018/07/10 13:09:39,0,0,0,0,0,0,0,0,0,0,0,WINWORD,0,0,211,0.37,0.28,0.46,0.3,-1.35,0.85,memo,
2018/07/10 13:09:44,0,0,0,0,0,0,0,0,0,0,0,WINWORD,0,0,206,0.47,0.16,0.44,0.3,-1.28,0.75,memo,
2018/07/10 13:09:49,0,0,0,0,0,0,0,0,0,0,0,WINWORD,0,0,237,0.5,0.24,0.5,0.4,-1.59,1,memo,
2018/07/10 13:09:54,0,0,0,0,0,0,0,0,0,0,0,WINWORD,0,0,239,0.5,0.24,0.5,0.5,-1.45,1,memo,
2018/07/10 13:09:59,0,0,0,0,0,0,0,0,0,0,0,WINWORD,0,0,164,0.34,0.14,0.32,0.1,-0.54,0.35,memo,
2018/07/10 13:10:04,0,0,0,0,0,0,0,0,0,0,0,WINWORD,0,0,198,0.33,0.22,0.36,0.2,-1,0.63,memo,
2018/07/10 13:10:09,0,0,0,0,0,0,0,0,0,0,0,WINWORD,0,0,241,0.49,0.24,0.5,0.4,-1.59,1,memo,
2018/07/10 13:10:14,0,0,0,0,0,0,0,0,0,0,0,WINWORD,0,0,218,0.45,0.23,0.46,0.3,-1.43,0.91,memo,
2018/07/10 13:10:19,0,0,0,0,0,0,0,0,0,0,0,WINWORD,0,0,213,0.47,0.22,0.26,0.3,-1.2,0.77,memo,
2018/07/10 13:10:24,0,0,0,0,0,0,0,0,0,0,0,WINWORD,0,0,200,0.36,0.27,0.43,0.3,-1.16,0.75,memo,
2018/07/10 13:10:29,0,0,0,0,0,0,0,0,0,0,0,WINWORD,0,0,239,0.49,0.24,0.5,0.4,-1.59,1,memo,
2018/07/10 13:10:34,0,0,0,0,0,0,0,0,0,0,0,WINWORD,0,0,240,0.48,0.57,0.5,0.5,-1.55,0.97,memo,
2018/07/10 13:10:39,0,0,0,0,0,0,0,0,0,0,0,WINWORD,0,0,241,0.48,0.93,0.5,0.4,-1.59,1,memo,
2018/07/10 13:10:44,0,0,0,2984,1045,0,0,0,0,0,13.6,WINWORD,0,0,243,0.49,0.72,0.5,0.4,2.03,0.94,memo,
2018/07/10 13:10:49,1,0,0,7713,1323,0,0,0,0,0,50.1,chrome,0,0,261,0.51,0.24,0.55,0.2,-3.12,1,memo,
2018/07/10 13:10:54,0,0,0,516,74,0,0,0,0,0,10.8,chrome,0,0,258,0.5,0.23,0.56,0.4,-1.64,1,memo,
2018/07/10 13:10:59,1,0,0,0,0,0,0,0,0,0,0,chrome,0,0,259,0.5,0.23,0.55,0.4,-1.62,1,memo,
2018/07/10 13:11:04,1,0,0,4529,351,0,0,0,0,0,43.5,WINWORD,0,0,251,0.48,0.22,0.53,0.2,-1.65,0.97,memo,
