TimeStamp,Q1,Q2,Q3,Q4,
2018/07/10 13:21:05,4,4,3,3,
2018/07/10 13:36:09,4,4,3,3,
2018/07/10 13:51:14,4,3,3,3,
2018/07/10 14:06:21,4,2,3,2,
2018/07/10 14:22:20,3,2,3,2,
