Sag_mean,0.050600405531728884
Compass_mean,0.04989500176250887
Posture_Front_Mean,0.04098256863974078
Posture_Front_upperRaito,0.039005240934491064
Posture_RightLeft_upperRaito,0.037105886408522255
Posture_RightLeft_Mean,0.03352052736591929
Sag_std,0.03344593041832993
Posture_Front_Std,0.03340189987255889
MouseSpeed_Max,0.03318098546860047
Mousedisplacement_lower50,0.03297427213102207
Posture_Rear_upperRaito,0.032663428204773824
Rotation_lower05,0.032463371425305435
Posture_RightLeft_diffMax,0.029602699844893575
Posture_Rear_diffMax,0.02851817813814577
Posture_Rear_Mean,0.02834731793517763
Posture_RightLeft_Std,0.028336583546301825
Mousedisplacement_Sum,0.028267902334358157
Rotation_Mean,0.028260641880775504
KeyTypeEnter_Count,0.02757922549589955
Posture_Rear_Std,0.02598923157921825
Rotation_Min,0.024965954814166875
KeyTypeEnter_raito,0.024448057363018572
Rotation_Max,0.02373814381656297
KeyType_Count,0.023653397068226275
Lclick_Mean,0.022056177276375537
Posture_Front_diffMax,0.021798778638785758
Rotation_Std,0.021362744212545595
Lclick_oneclick,0.020581728184797126
mistyping_raito,0.01952996504140663
Lclick_doubleclick,0.018796059271062752
Lclick_cnt,0.016791780018691572
Posture_Rear_Max,0.01672151008746852
KeyTypeBack_Count,0.014958993519908852
Posture_RightLeft_Max,0.01471798427356202
mistyping_Count,0.012102514157189706
KeyTypeDel_Count,0.01057095327569257
Rclick_Mean,0.009875445010752482
Posture_Front_Max,0.009188515051514122
