TimeStamp,clickCNTL,clickCNTR,clickCNTM,MouseDisplacement,MouseSpeedMax,MouseWheelAmount,KeyTypeCNT,KeyTypeDelCNT,KeyTypeBackCNT,KeyTypeEnterCNT,Curvature,AppName,FFT0,FFT1,Compass,Posture_RightLeft,Posture_Rear,Posture_Front,Sag,Rotation,SittingStatus,Memo,
2018/07/10 10:49:24,2,0,0,2878,942,0,0,0,0,0,43.8,explorer,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,memo,
2018/07/10 10:49:29,3,0,0,1025,138,0,0,0,0,0,21.7,Datalogging,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,memo,
2018/07/10 10:49:34,3,0,0,550,107,0,0,0,0,0,21,Datalogging,0,0,41,0.64,0.17,0.5,0.9,-1.64,0.82,memo,
2018/07/10 10:49:39,4,0,0,176,27,0,0,0,0,0,23.2,Datalogging,0,0,46,0.66,0.24,0.45,1,-1.72,1,memo,
2018/07/10 10:49:44,2,0,0,1233,101,0,0,0,0,0,34.1,Datalogging,0,0,45,0.63,0.24,0.47,1,-1.9,1,memo,
2018/07/10 10:49:49,1,0,0,3170,473,0,0,0,0,0,37.9,Datalogging,0,0,45,0.6,0.17,0.46,0.8,-1.54,0.82,memo,
2018/07/10 10:49:54,1,0,0,1446,117,0,0,0,0,0,23.6,Datalogging,0,0,45,0.48,0.29,0.44,0.9,-1.66,0.88,memo,
2018/07/10 10:49:59,0,0,0,1812,215,0,0,0,0,0,18,Datalogging,0,0,39,0.53,0.21,0.3,0.7,-1.19,0.69,memo,
2018/07/10 10:50:04,0,0,0,606,94,0,0,0,0,0,1.9,explorer,0,0,46,0.65,0.24,0.47,0.8,-1.91,1,memo,
2018/07/10 10:50:09,0,0,0,0,0,0,0,0,0,0,0,explorer,0,0,48,0.7,0.29,0.45,0.7,-1.26,1,memo,
2018/07/10 10:50:14,0,0,0,0,0,0,0,0,0,0,0,explorer,0,0,47,0.67,0.3,0.43,1.1,-2.43,0.97,memo,
2018/07/10 10:50:19,0,0,0,0,0,0,0,0,0,0,0,explorer,0,0,45,0.59,0.8,0.41,1.6,-2.2,0.38,memo,
2018/07/10 10:50:24,0,0,0,0,0,0,0,0,0,0,0,explorer,0,0,45,0.41,1,0.35,1,-1.67,0,memo,
2018/07/10 10:50:29,0,0,0,0,0,0,0,0,0,0,0,explorer,0,0,45,0.52,1,0.4,1.1,-1.79,0,memo,
2018/07/10 10:50:34,0,0,0,0,0,0,0,0,0,0,0,explorer,0,0,47,0.39,0.91,0.44,0.9,-1.54,0,memo,
2018/07/10 10:50:39,0,0,0,0,0,0,0,0,0,0,0,explorer,0,0,41,0.46,0.75,0.27,0.7,-0.68,0,memo,
2018/07/10 10:50:44,0,0,0,0,0,0,0,0,0,0,0,explorer,0,0,45,0.6,0.89,0.34,0.9,-1.71,0,memo,
2018/07/10 10:50:49,0,0,0,0,0,0,0,0,0,0,0,explorer,0,0,45,0.47,0.84,0.37,1,-1.79,0.47,memo,
2018/07/10 10:50:54,0,0,0,0,0,0,0,0,0,0,0,explorer,0,0,43,0.49,0.58,0.45,0.9,-1.96,0.77,memo,
2018/07/10 10:50:59,0,0,0,0,0,0,0,0,0,0,0,explorer,0,0,45,0.61,0.88,0.46,1.1,-2.4,0.58,memo,
