KeyTypeBack_Count,0.007474470008456537
KeyTypeDel_Count,0.026595427220945128
KeyTypeEnter_Count,0.01895968458773848
KeyType_Count,0.042424327556609694
mistyping_Count,0.0073482626156801106
Lclick_Mean,0.018594549033587236
Lclick_Std,0.04116873804245815
Lclick_oneclick,0.014444164340285675
Lclick_doubleclick,0.027066648865326233
Rclick_Mean,0.005565908856401814
Rclick_Std,0.006686397647075945
Mclick_Std,0.0
MouseSpeed_Max,0.030111639411413482
MouseWheel_Mean,0.0
Mousedisplacement_Sum,0.025146395351505084
Mousedisplacement_lower50,0.024144389781742614
Rotation_Max,0.010997854982084032
Rotation_Std,0.024081817449261345
Rotation_Mean,0.03251376285040799
Rotation_lower05,0.02276919079177566
Sag_mean,0.0871607385667804
Sag_std,0.04082085668817792
Compass_mean,0.06468730685971401
Compass_std,0.08456277945297544
Posture_RightLeft_Mean,0.029522685618257823
Posture_RightLeft_Max,0.049865473700171595
Posture_RightLeft_Std,0.010165036306405275
Posture_Rear_Mean,0.03934501308657
Posture_Rear_Max,0.023837326552444152
Posture_Rear_Std,0.04163479101486961
Posture_Front_Mean,0.08044982255546784
Posture_Front_Max,0.023621016862087393
Posture_Front_Std,0.03156685667665664
