TimeStamp,Q1,Q2,Q3,Q4,
2018/10/01 10:29:37,4,4,3,3,
2018/10/01 10:43:00,5,5,3,2,
2018/10/01 11:29:36,1,2,3,3,
2018/10/01 11:44:32,4,3,3,2,
2018/10/01 11:59:40,5,4,3,2,
2018/10/01 12:44:27,1,1,1,1,
2018/10/01 12:59:32,1,1,1,1,
2018/10/01 14:14:34,1,1,1,1,
2018/10/01 14:29:29,1,1,1,1,
