TimeStamp,Q1,Q2,Q3,Q4,
2018/08/31 13:20:33,4,4,4,4,
2018/08/31 13:35:26,3,4,3,3,
2018/08/31 13:55:39,3,4,3,4,
2018/08/31 14:11:44,4,3,3,3,
2018/08/31 14:20:26,3,4,3,3,
2018/08/31 14:35:30,2,3,3,3,
2018/08/31 14:50:19,2,3,3,3,
2018/08/31 15:05:11,3,3,5,4,
2018/08/31 15:36:31,2,3,3,2,
2018/08/31 15:50:18,2,2,2,2,
2018/08/31 16:20:20,4,4,3,2,
2018/08/31 16:35:27,4,4,2,2,
2018/08/31 16:51:07,3,3,3,2,
2018/08/31 17:05:35,1,3,3,4,
2018/08/31 17:20:28,3,2,3,2,
