TimeStamp,Q1,Q2,Q3,Q4,
2018/09/24 17:29:13,4,4,3,3,
2018/09/24 17:44:29,4,4,2,2,
2018/09/24 18:09:12,4,4,2,2,
2018/09/24 18:22:11,4,4,2,2,
2018/09/24 18:29:18,4,4,1,1,
2018/09/24 18:44:54,5,5,2,1,
2018/09/24 18:59:09,4,4,3,1,
2018/09/24 19:15:55,4,4,3,3,
2018/09/24 19:33:22,4,4,3,3,
2018/09/24 19:44:26,2,2,5,5,
2018/09/24 19:59:07,4,3,5,5,
2018/09/24 20:59:26,4,3,5,5,
2018/09/24 21:29:11,3,2,5,4,
2018/09/24 21:59:10,3,2,5,4,
