TimeStamp,Q1,Q2,Q3,Q4,
2018/07/03 13:21:51,3,4,3,3,
2018/07/03 13:37:33,4,4,3,3,
2018/07/03 13:56:42,3,3,2,3,
2018/07/03 14:12:15,2,3,2,3,
2018/07/03 14:27:46,1,2,2,3,
2018/07/03 14:46:28,2,2,2,3,
2018/07/03 15:05:10,3,2,2,3,
2018/07/03 15:30:01,3,2,2,3,
2018/07/03 15:46:57,3,2,2,3,
