TimeStamp,Q1,Q2,Q3,Q4,
2018/09/24 14:20:11,4,4,2,3,
2018/09/24 14:35:24,3,3,1,2,
2018/09/24 14:50:18,2,2,1,2,
2018/09/24 15:05:17,2,2,1,2,
2018/09/24 15:20:11,1,1,3,5,
2018/09/24 15:41:11,1,1,3,5,
