Mousedisplacement_Sum,0.16421777848496433
Mousedisplacement_lower50,0.1171194499270691
MouseSpeed_Max,0.11389100683871586
Lclick_Std,0.09371300697060603
Lclick_Mean,0.09153238627370103
Lclick_oneclick,0.06900382640846121
KeyTypeBack_Count,0.05194415416732975
KeyType_Count,0.051001689051768107
KeyTypeEnter_Count,0.05071878583516163
Mclick_Std,0.04395221958930495
Lclick_doubleclick,0.043920380468892246
mistyping_Count,0.04038547883543629
KeyTypeDel_Count,0.02594174331833269
Rclick_Std,0.021736614783901764
Rclick_Mean,0.020921479046354968
MouseWheel_Mean,0.0
