TimeStamp,Q1,Q2,Q3,Q4,
2018/07/10 9:53:18,2,3,3,3,
2018/07/10 10:11:41,2,2,3,3,
2018/07/10 10:36:03,2,2,3,3,
2018/07/10 10:52:05,2,2,3,2,
2018/07/10 11:08:33,2,2,3,2,
2018/07/10 11:24:03,1,2,3,2,
2018/07/10 11:44:42,2,2,3,2,
2018/07/10 12:02:40,2,2,3,2,
