Sag_mean,0.10398242502827318
Rotation_Std,0.07943080436627711
Posture_Front_Mean,0.0734736570036739
Posture_Front_Std,0.07273300152895398
Compass_mean,0.06387703398622806
Posture_RightLeft_Mean,0.06323471143003542
Posture_RightLeft_Max,0.06274544426883574
Rotation_Mean,0.06210277756152031
Posture_Rear_Mean,0.06073256772753934
Sag_std,0.05960149903035431
Rotation_Max,0.057952337504948236
Rotation_lower05,0.05659900029528725
Posture_Rear_Std,0.05417511206053299
Posture_RightLeft_Std,0.05032170055048235
Posture_Rear_Max,0.042343016712860684
Posture_Front_Max,0.03669491094419714
